,DBA,BORO,Latitude,Longitude,Census Tract
39806,UPTOWN BOURBON,Manhattan,40.829264162537996,-73.948388485734,23300.0
40221,ALTITUDE BROOKLYN,Brooklyn,40.700554795216,-73.912953764428,44100.0
40350,O CAFE ON 7TH,Manhattan,40.734856226941,-73.99700145879599,6300.0
40671,BLUE JAVA COFFEE BAR - BUTLER LIBRARY,Manhattan,40.806236144809,-73.963729523583,20300.0
40689,LULA BAGEL,Brooklyn,40.670875910437005,-73.95041850390801,31702.0
40893,LUKE'S LOUNGE,Bronx,40.849223557470005,-73.854968492705,25400.0
41096,BAY RIDGE CAFE,Brooklyn,40.635199386215,-74.023293029647,6800.0
41105,CHRIST COFFEE SHOP & DELI,Manhattan,40.839946569191,-73.93713677711601,25100.0
41149,THE RINGSIDE CAFE,Manhattan,40.740120447082,-73.992042950934,5400.0
41196,THE GRANDADDY,Manhattan,40.717624351668,-73.99209975824999,1800.0
41454,CHIMNEY CONE FACTORY,Manhattan,40.749254896349,-73.99047909989899,10100.0
41468,ZATGO COFFEE ROOM,Manhattan,40.718541375445,-74.000436503404,4500.0
41574,METLIFE COFFEE BAR,Manhattan,40.754155038895,-73.976556932062,9200.0
41631,COFFEE FACTORY,Queens,40.763207502284004,-73.814223847717,116700.0
41659,STARBUCKS COFFEE # 49196,Queens,40.749158448624,-73.756307583098,137700.0
41745,POSTMARK CAFE,Brooklyn,40.671300175725,-73.98546864351,13700.0
41943,STARBUCKS COFFEE #823,Manhattan,40.773404941867,-73.960010658481,12800.0
41946,SUGAR HILL CAFE,Manhattan,40.824358006448996,-73.945563150109,22700.0
42201,THE LIBRARY BAR,Manhattan,40.762667534145,-73.982095067784,13100.0
42244,PLOWSHARES COFFEE ROASTERS,Manhattan,40.813863795274,-73.955893118121,20901.0
42404,MIL MUNDOS BOOKS,Brooklyn,40.698875901251,-73.914156896034,43300.0
42413,HUNGRY GHOST COFFEE BAR AND CAFE,Brooklyn,40.680141949477,-73.974592880299,16100.0
42466,TEA DRUNK,Manhattan,40.726406814247,-73.984374212886,3200.0
42632,THE ROOST,Manhattan,40.729005128428,-73.978348183042,3400.0
42642,FLOWER POWER COFFEE HOUSE NYC,Queens,40.700965400947,-73.892259050842,57700.0
42658,BROOKLYN ROASTING WORKS,Manhattan,40.742214639234,-73.99119464292599,5800.0
42728,OUTRO,Manhattan,40.732854993516,-73.991177843296,6100.0
42751,THE WING,Manhattan,40.738843879095995,-73.988983036918,5200.0
42875,TIGER SUGAR,Queens,40.75927676523,-73.83000919141699,87100.0
