,DBA,BORO,Latitude,Longitude,Census Tract
182526,Fujino Uchi Japanese Ramen,Queens,40.741617107084,-73.882767073715,48500.0
184230,WAKAMATSU JAPANESE RESTAURANT INC,Queens,40.707400728788,-73.835736242986,77500.0
187064,BUSHNIWA,Brooklyn,40.704147793958995,-73.93360093674599,48500.0
187474,Hibachi Express,Manhattan,40.729823180028,-73.978946857389,3400.0
200392,TSUKIMI,Manhattan,40.729124255486,-73.985304447885,4000.0
204524,HANON,Brooklyn,40.713406642981,-73.951512187552,51300.0
208696,SUSHI GALLERY,Brooklyn,40.697576635189,-73.993436484152,501.0
214385,SHABU SHABU NAYUMON,Manhattan,40.714415710432,-73.991999137253,600.0
238058,BIGEYE SUSHI,Brooklyn,40.693719525272996,-73.985694530011,1100.0
238348,Tamashii Ramen,Queens,40.719677981976,-73.843501748105,73700.0
239106,SUSHI WEN,Staten Island,40.634722775012,-74.110746511329,10500.0
248875,HAPPY KITCHEN,Queens,40.749560915526,-73.88594714306501,28300.0
252371,TJ ASIAN BISTRO,Queens,40.746110532406,-73.914041663909,16900.0
259158,GEN RESTAURANT,Brooklyn,40.677665983149,-73.963727613427,20500.0
266170,Sushi Ann,Manhattan,40.758274521412,-73.974667641964,10200.0
291919,DARK BULLET,Manhattan,40.778120252600004,-73.980513018036,15700.0
299773,UMI SUSHI,Queens,40.726096062393,-73.790652755032,133900.0
300655,EDO JAPANESE RESTAURANT,Manhattan,40.737617183204,-73.99149115008099,5200.0
347252,SUSHI OF GARI TRIBECA,Manhattan,40.716666397473,-74.00832579675,3300.0
351179,T SWIRL CREPE,Manhattan,40.713757237295,-73.998668940906,2900.0
357805,SUSHI NOZ,Manhattan,40.773846262001,-73.95836401628101,14000.0
