,DBA,BORO,Latitude,Longitude,Census Tract
115888,PASTARIFIC PIZZA AND RESTAURANT,Bronx,40.854046716188,-73.89921089895701,37900.0
120054,DOMENIC'S PIZZA,Bronx,40.865490313228,-73.858338655436,34400.0
120803,ZEFF'S PIZZERIA,Brooklyn,40.709686085759,-73.95481890315601,52700.0
122188,99C PIZZA,Manhattan,40.722786925135004,-73.98820643898699,3001.0
123299,BARI'S PIZZA & PASTA RESTAURANT,Staten Island,40.627263320519,-74.076013041775,2100.0
124894,ANGELO & AL'S PIZZERIA,Queens,0.0,0.0,
124973,GABRIELA PIZZERIA & RESTAURANT,Queens,40.755997439643004,-73.804570544179,119100.0
125762,ROMEO'S PIZZA,Queens,40.674213112946,-73.843215891987,5800.0
128851,CENTRO PIZZA,Manhattan,40.771677128248,-73.95627498153002,13400.0
131337,ALPHABET 99 CENTS FRESH PIZZA,Manhattan,40.722847044019,-73.98585420781001,3002.0
131960,LUIGI'S PIZZERIA,Brooklyn,40.661529489153,-73.993238199873,14500.0
132022,Little Caesars,Brooklyn,40.701287228577,-73.94283651309,49100.0
134639,FAMOUS JOE'S PIZZA,Manhattan,40.730464624216,-74.002042192588,6700.0
136667,Rosa's Pizza,Brooklyn,40.7140670496,-73.955616725691,51900.0
137700,MAGGY'S PIZZA,Bronx,40.815291865115,-73.900212741351,8500.0
137732,SEPPE PIZZA BAR,Staten Island,40.628820681268,-74.07438644758099,2100.0
139275,SAN MIGUEL PIZZA,Brooklyn,40.638751959234,-73.968656319266,49200.0
141533,PIZZA VINO,Queens,40.648312826068,-73.788281497594,71600.0
142890,VORFI PIZZA AND BUREK,Bronx,40.859605265586,-73.864894663873,33000.0
145607,99 CENTS MEGA PIZZA,Manhattan,40.799030143179,-73.941303905257,18200.0
147436,BB PIZZA & DINE,Bronx,40.812645017681,-73.902344540029,8300.0
149860,MIA PIZZA & SUBS,Bronx,40.853818037394,-73.907995292632,25100.0
150040,ACE PIZZA,Queens,40.700827074685,-73.894037283008,55700.0
152844,LITTLE ROMA PIZZA,Manhattan,40.75602754905999,-73.967666061426,9800.0
155183,MIA'S PIZZERIA & RESTAURANT,Brooklyn,40.615046080841,-74.01290183210399,14800.0
155559,ANGELA'S PIZZA,Brooklyn,40.684579493747,-73.868928388103,118400.0
156517,PASHA PIZZA PITA,Brooklyn,40.677620499282,-73.959073267697,30500.0
158845,BIG ALS CHICAGO PIZZA,Manhattan,40.708939570827,-74.01176945996,1300.0
159305,PRIMO PIZZA,Manhattan,40.803165595243,-73.934589016606,24200.0
