title,director,country,spine,url,img,year
Revanche,Götz Spielmann,Austria,502,https://www.criterion.com/films/85-revanche,https://s3.amazonaws.com/criterion-production/films/8bd7bc2e13975cd8733f51d85346f8c0/jv8mOJ3S7gzDFNooyV0zXbNrHG8exO_thumbnail.jpg,1989
Revenge,Ermek Shinarbaev,Kazakhstan,876,https://www.criterion.com/films/29208-revenge,https://s3.amazonaws.com/criterion-production/films/db96c5947256e58c76b29162412c782b/fFzRqS2k4qQ7uYfoJgI45cQIQIScQ3_thumbnail.jpg,1955
Richard III,Laurence Olivier,United Kingdom,213,https://www.criterion.com/films/366-richard-iii,https://s3.amazonaws.com/criterion-production/films/32d0f143682b34732d0fdd3ed8e0e7bb/fBklqTm33Jg32mLL79K5I4cZHSt9cE_thumbnail.jpg,1966
Ride in the Whirlwind,Monte Hellman,United States,735,https://www.criterion.com/films/28581-ride-in-the-whirlwind,https://s3.amazonaws.com/criterion-production/films/c907295c2d4eac1d2bc4a68c3e7f65e7/DhPK1MlQAsEyGEHUiT1hifLfff8dms_thumbnail.jpg,1947
Ride the Pink Horse,Robert Montgomery,United States,750,https://www.criterion.com/films/28066-ride-the-pink-horse,https://s3.amazonaws.com/criterion-production/films/3972bcdae3e33de3cbc2eb8507d683b5/qHZJVEvbsyrW0WpOyvFHPDRs5NcDFg_thumbnail.jpg,1999
Ride with the Devil,Ang Lee,United States,514,https://www.criterion.com/films/17282-ride-with-the-devil,https://s3.amazonaws.com/criterion-production/films/bb12c3d02a5fd5ecfeaa59b6c83033b1/Bw7MZjZOFvVBdeObsJ8awPzqsIbH5i_thumbnail.jpg,1955
Rififi,Jules Dassin,France,115,https://www.criterion.com/films/654-rififi,https://s3.amazonaws.com/criterion-production/films/f27531f76e2f90c59e79e69450fcf15a/6S7s7O3eZcEEsK7WZcS41azRPFUVqP_thumbnail.jpg,1954
Riot in Cell Block 11,Don Siegel,United States,704,https://www.criterion.com/films/28551-riot-in-cell-block-11,https://s3.amazonaws.com/criterion-production/films/1fff3ac634ee3a07e07e071a03276f29/aYkEYStkCF5KUvvjpd3gN3fn5XYZP6_thumbnail.jpg,1934
The Rise of Catherine the Great,Paul Czinner,United Kingdom,,https://www.criterion.com/films/1434-the-rise-of-catherine-the-great,https://s3.amazonaws.com/criterion-production/films/db4b0658b462dab4c656c1733822252c/sbintTYaK6jy93GAcfuS5PqBGywpvM_thumbnail.jpg,1969
The Rite,Ingmar Bergman,Sweden,,https://www.criterion.com/films/28417-the-rite,https://s3.amazonaws.com/criterion-production/films/62e4d0543454d07fb1a26fc58cdb5e5e/oyBiyxCiSNf6J6w9EA4qrnPvEQ03Fl_thumbnail.jpg,1951
The River,Jean Renoir,France,276,https://www.criterion.com/films/679-the-river,https://s3.amazonaws.com/criterion-production/films/d99e1826fe75c9f0c3441d60a2406345/R3NvMs20QmDeqpqK16Zw8vMLBtBmfP_thumbnail.jpg,1973
A River Called Titas,Ritwik Ghatak,Bangladesh,687,https://www.criterion.com/films/28411-a-river-called-titas,https://s3.amazonaws.com/criterion-production/films/f5c1c41138f81dbc0a83f4718325a6e5/AB5g9OzZqxaJ5NBhbAmYnB2VbV5dVN_thumbnail.jpg,
Roberto Rossellini’s War Trilogy,,,500,https://www.criterion.com/boxsets/689-roberto-rossellini-s-war-trilogy,https://s3.amazonaws.com/criterion-production/product_images/1852-f20e8f5bdc458777cda90775598ef89c/G2jPTXWEYclcKFXC7LYWoNEj5D7V7l_small.jpg,1964
Robinson Crusoe on Mars,Byron Haskin,United States,404,https://www.criterion.com/films/821-robinson-crusoe-on-mars,https://s3.amazonaws.com/criterion-production/films/19d005b575e7136ff463024ec840613c/hap5I5lbMCQ69CG6Yw7AS5HcOcNme2_thumbnail.jpg,1987
RoboCop,Paul Verhoeven,United States,23,https://www.criterion.com/films/542-robocop,https://s3.amazonaws.com/criterion-production/films/4c71c3fc2c708e5017a0ad93743334ed/dwbEI8erHzGSHbYcXhOwfmfSZoS59y_thumbnail.jpg,1996
The Rock,Michael Bay,United States,108,https://www.criterion.com/films/649-the-rock,https://s3.amazonaws.com/criterion-production/films/07f4eeb745b2223e67ad82c6dc2e3ed3/o6c4ES95CWTBBINB8ahqL4niihMuLT_thumbnail.jpg,
The Rock Box,,,,https://www.criterion.com/boxsets/1169-the-rock-box,https://s3.amazonaws.com/criterion-production/product_images/1882-cc3188875f9e6cd0f5037611fcb4bdad/z8GdwCD2E74mTIQbDFsRlF7lKEWJy8_small.jpg,1972
Roma,Federico Fellini,Italy,848,https://www.criterion.com/films/28039-roma,https://s3.amazonaws.com/criterion-production/films/05e2e75624b400b1c88af61e29dba5d1/pzeKBSXmUXlQWLLMCZc8LIQTwVvaJV_thumbnail.jpg,1945
Rome Open City,Roberto Rossellini,Italy,497,https://www.criterion.com/films/975-rome-open-city,https://s3.amazonaws.com/criterion-production/films/065858072a69f217ae517f2cc87a2c68/0T7IhsxzrE4rW48efa7kEHGrSe77j0_thumbnail.jpg,1950
La ronde,Max Ophuls,France,443,https://www.criterion.com/films/573-la-ronde,https://s3.amazonaws.com/criterion-production/films/2d9f65a009ae0df30f7268f5cad30602/hCVpEfIN7DST5IptZEPGxHXn1hTR9M_thumbnail.jpg,1986
A Room with a View,James Ivory,United Kingdom,775,https://www.criterion.com/films/28597-a-room-with-a-view,https://s3.amazonaws.com/criterion-production/films/2a684a78d6b7c2e6aabb3341e08f0cf4/49RLuNCJcOFrAKVB1w00pKqmEQmXOs_thumbnail.jpg,1979
The Rose,Mark Rydell,United States,757,https://www.criterion.com/films/28572-the-rose,https://s3.amazonaws.com/criterion-production/films/a9dfda8b8db438e46c784cf5c4c866d6/1hFFNNJHOVyul0OLXpKgpcKM2MOF6S_thumbnail.jpg,1968
Rosemary’s Baby,Roman Polanski,United States,630,https://www.criterion.com/films/27927-rosemary-s-baby,https://s3.amazonaws.com/criterion-production/films/4886db5d9452d2247ff729d35aa839a6/rXjMmW28vBI3WW7qEj2gO6X7NKmq6A_thumbnail.jpg,1999
Rosetta,Luc Dardenne…,Belgium,621,https://www.criterion.com/films/28056-rosetta,https://s3.amazonaws.com/criterion-production/films/06eeae01a332a952d5c2bb0c8c5ecc78/wB6ANgwbN29LKWFvsvDzs0NEvkfbmP_thumbnail.jpg,1986
Routine Pleasures,Jean-Pierre Gorin,United States,,https://www.criterion.com/films/27947-routine-pleasures,https://s3.amazonaws.com/criterion-production/films/e37cc813ca976b63dbf5c514ad769717/URceRh7EdKTD4WasARAjk9rsxkgau1_thumbnail.jpg,2001
The Royal Tenenbaums,Wes Anderson,United States,157,https://www.criterion.com/films/230-the-royal-tenenbaums,https://s3.amazonaws.com/criterion-production/films/2af7336c9a57d15cd1ec4599f67cd9e5/Mg9LLVHaL0FTIgSYxEyFTxDGuv4yNy_thumbnail.jpg,1939
The Rules of the Game,Jean Renoir,France,216,https://www.criterion.com/films/295-the-rules-of-the-game,https://s3.amazonaws.com/criterion-production/films/b70bdd975f1e7d0fbe895029820a61f6/3ZwAaJhtqaocroH8pCCF7cIosygeOQ_thumbnail.jpg,1972
The Ruling Class,Peter Medak,United Kingdom,132,https://www.criterion.com/films/678-the-ruling-class,https://s3.amazonaws.com/criterion-production/films/715c0edb17c2ec2066fa8be1e1f07ff2/lEbyN5olI9I9gY02DBezxJ9xQuly9q_thumbnail.jpg,1983
Rumble Fish,Francis Ford Coppola,United States,869,https://www.criterion.com/films/28993-rumble-fish,https://s3.amazonaws.com/criterion-production/films/28b1b85a6f4119f34d6165c5256037f6/CGCMTOMzrmzXe1qXr6Mnpt4jXgsgi0_thumbnail.jpg,1998
Rushmore,Wes Anderson,United States,65,https://www.criterion.com/films/333-rushmore,https://s3.amazonaws.com/criterion-production/films/c3a4c2f3681af67dcb78f90b54b87572/FzDCgEnLFsPsuEEod7fi4Z9FaXnA4h_thumbnail.jpg,1958
Rusty Knife,Toshio Masuda,Japan,,https://www.criterion.com/films/2956-rusty-knife,https://s3.amazonaws.com/criterion-production/films/303031b6b6406474a33fbde7715e3ee0/V1VNgMACNqduC182heMTR9uhWFyDVb_thumbnail.jpg,1995
Safe,Todd Haynes,United States,739,https://www.criterion.com/films/28548-safe,https://s3.amazonaws.com/criterion-production/films/18b9ad4931d21243138ca77870331ab9/6fW6jqEqhIvAAudJ0lMPWDP7X97USz_thumbnail.jpg,1971
A Safe Place,Henry Jaglom,United States,548,https://www.criterion.com/films/27531-a-safe-place,https://s3.amazonaws.com/criterion-production/films/ebedf2335fa256b63d4e645e8c508f12/A4UT1QlIsS1FGC0qJQAS21FqwPqpNn_thumbnail.jpg,1923
Safety Last!,Fred Newmeyer…,United States,662,https://www.criterion.com/films/28446-safety-last,https://s3.amazonaws.com/criterion-production/films/96a2f214d42c91852a870d66be2caeb1/HKCtBxvj7OupJI4BrQJD7APR0bIpN4_thumbnail.jpg,1968
Salesman,Albert Maysles…,United States,122,https://www.criterion.com/films/663-salesman,https://s3.amazonaws.com/criterion-production/films/c33746df34b2d97e43e5115677cd5440/XHTPfGxyC5WiiAxpNcB7qgTOXWFbcc_thumbnail.jpg,1976
"Salò, or The 120 Days of Sodom",Pier Paolo Pasolini,Italy,17,https://www.criterion.com/films/532-sal-or-the-120-days-of-sodom,https://s3.amazonaws.com/criterion-production/films/c1dca25b53f05bf28a029306a986f9be/8hOAp0htPTJ4M1LATpfXoCZKwxOu7y_thumbnail.jpg,1962
Salvatore Giuliano,Francesco Rosi,Italy,228,https://www.criterion.com/films/687-salvatore-giuliano,https://s3.amazonaws.com/criterion-production/films/7e75c5b26d08e3221c6824608e9527fe/CzQiBBa54ctX3HbVQRMP3oFadHMzXI_thumbnail.jpg,1968
Samaritan Zatoichi,Kenji Misumi,Japan,,https://www.criterion.com/films/28316-samaritan-zatoichi,https://s3.amazonaws.com/criterion-production/films/4bc990101d88c836ce459146bb0409c8/0RtHB019kbCekdVj2WNYnd3nxS9laR_thumbnail.jpg,1967
Le samouraï,Jean-Pierre Melville,France,306,https://www.criterion.com/films/184-le-samoura,https://s3.amazonaws.com/criterion-production/films/9bee98615a85bea1878af49ba320ca40/WvMVqQiUO8W03H1PGJcf0J5s64wNJe_thumbnail.jpg,1955
Samurai II: Duel at Ichijoji Temple,Hiroshi Inagaki,Japan,15,https://www.criterion.com/films/530-samurai-ii-duel-at-ichijoji-temple,https://s3.amazonaws.com/criterion-production/films/a40d7daf4c6e24df6a8925e7dde39c24/4ojo45aqkbUdd5HXqsvGKZowFr5H6R_thumbnail.jpg,1956
Samurai III: Duel at Ganryu Island,Hiroshi Inagaki,Japan,16,https://www.criterion.com/films/531-samurai-iii-duel-at-ganryu-island,https://s3.amazonaws.com/criterion-production/films/3dd99041932edc039d03a6d3dfaa1950/wRoX0MqA2MfrdOHemBszFPtl6JwjJq_thumbnail.jpg,1954
Samurai I: Musashi Miyamoto,Hiroshi Inagaki,Japan,14,https://www.criterion.com/films/529-samurai-i-musashi-miyamoto,https://s3.amazonaws.com/criterion-production/films/d8d5bae1c8baf059f9452ea04f490137/gwNsZIVy8eBfHDyyD4NbsXlEpYsYCh_thumbnail.jpg,1967
Samurai Rebellion,Masaki Kobayashi,Japan,310,https://www.criterion.com/films/753-samurai-rebellion,https://s3.amazonaws.com/criterion-production/films/ca3c0784d81f91e3f9aaa1042b85bda1/LXHOssMGpyKq1rwyuscYSnAuNwWOGa_thumbnail.jpg,1965
Samurai Spy,Masahiro Shinoda,Japan,312,https://www.criterion.com/films/762-samurai-spy,https://s3.amazonaws.com/criterion-production/films/a5c824b2768519d99d40bf762942e5f6/j3Lb5bKdOK3aRHM1EExYCXPZrj0VYX_thumbnail.jpg,
The Samurai Trilogy,,,,https://www.criterion.com/boxsets/40-the-samurai-trilogy,https://s3.amazonaws.com/criterion-production/product_images/1822-d4a843257df7a6658c60b3b487fbb6c2/hWw2D8niIjWILdo7l6vp0z8OHQpGh4_small.jpg,1935
Sanders of the River,Zoltán Korda,United Kingdom,372,https://www.criterion.com/films/811-sanders-of-the-river,https://s3.amazonaws.com/criterion-production/films/b4f536588cf58d54853fcdbdb6f01c12/TsRAiZzUChb8dAF7v1Z9P7L5ZIvbf6_thumbnail.jpg,1962
Sanjuro,Akira Kurosawa,Japan,53,https://www.criterion.com/films/598-sanjuro,https://s3.amazonaws.com/criterion-production/films/e3a8b87cb8cbc3285b3eb00da28a693a/dyeVpIcW7gE7OWYsi3kOh9W2fHMXIs_thumbnail.jpg,1943
Sanshiro Sugata,Akira Kurosawa,Japan,,https://www.criterion.com/films/12521-sanshiro-sugata,https://s3.amazonaws.com/criterion-production/films/95aa03afbe874b8c4a758fad40b4758e/u5w5NxMwJtRaRc6Bpf6VadqJIB97YE_thumbnail.jpg,1945
"Sanshiro Sugata, Part Two",Akira Kurosawa,Japan,,https://www.criterion.com/films/12522-sanshiro-sugata-part-two,https://s3.amazonaws.com/criterion-production/films/643c56e316933fa315bcc4f41ccccde4/ChezpJV9aCvYNcJIzESPcUHiXX98QP_thumbnail.jpg,1954
Sansho the Bailiff,Kenji Mizoguchi,Japan,386,https://www.criterion.com/films/823-sansho-the-bailiff,https://s3.amazonaws.com/criterion-production/films/a148a9e5fca0f279de7e740033b42b66/vk5Nxs9qR3mKLE4CYQGhHDc39jSRFa_thumbnail.jpg,1983
Sans Soleil,Chris Marker,France,,https://www.criterion.com/films/304-sans-soleil,https://s3.amazonaws.com/criterion-production/films/bbba677b0c268b41bfa28fc05f1f857a/M7N3Y0rWUWFnskRrhYIYCX2AVNbycH_thumbnail.jpg,1959
Sapphire,Basil Dearden,United Kingdom,,https://www.criterion.com/films/27536-sapphire,https://s3.amazonaws.com/criterion-production/films/1219d990a7f62027597f29647720c194/HPqQLAxdkVLIBUhyAzVQgh4DvZgYuq_thumbnail.jpg,2003
Saraband,Ingmar Bergman,Sweden,,https://www.criterion.com/films/29444-saraband,https://s3.amazonaws.com/criterion-production/films/919d3f9c1119317659ffed2289a8857b/OF7ZHm7HzV7tEfViGJzCqYQ660BJRj_thumbnail.jpg,1953
Sawdust and Tinsel,Ingmar Bergman,Sweden,412,https://www.criterion.com/films/842-sawdust-and-tinsel,https://s3.amazonaws.com/criterion-production/films/273c880f9b86db12085712e36c829f35/xvWUTsUwqlyfDFICltA1KFvzusbOXv_thumbnail.jpg,1950
Scandal,Akira Kurosawa,Japan,,https://www.criterion.com/films/893-scandal,https://s3.amazonaws.com/criterion-production/films/0dd72ea0d4416620cb26ab0da459bf7b/nue29GkzWgQZp1v0x8R4RF2i16f9XN_thumbnail.jpg,1981
Scanners,David Cronenberg,Canada,712,https://www.criterion.com/films/28043-scanners,https://s3.amazonaws.com/criterion-production/films/72be64c7e0fe2adc28ae31719d0c4d88/6tMtPzuwVeGlo4qEXwaxq1vZa2eZca_thumbnail.jpg,1934
The Scarlet Empress,Josef von Sternberg,United States,109,https://www.criterion.com/films/431-the-scarlet-empress,https://s3.amazonaws.com/criterion-production/films/c05defa71a39ec72507b17454065cd64/tUBuNvf4JbyjwJW1M4Yz0vh4zXy6ku_thumbnail.jpg,1973
Scenes from a Marriage,Ingmar Bergman,Sweden,229,https://www.criterion.com/films/710-scenes-from-a-marriage,https://s3.amazonaws.com/criterion-production/films/9cc97a3bd4f3fc0e589ed556ec57c6d3/gDt8pykZ0Jq77v9lN9rKZIldYgM2E0_thumbnail.jpg,1996
Schizopolis,Steven Soderbergh,United States,199,https://www.criterion.com/films/740-schizopolis,https://s3.amazonaws.com/criterion-production/films/5bb350dec46c39ef4eabb5c7bb3991cf/3r21kirmhYtgJior67epJ9b2vRVgbR_thumbnail.jpg,0
Science Is Fiction: 23 Films by Jean Painlevé,Jean Painlevé,France,468,https://www.criterion.com/films/1286-science-is-fiction-23-films-by-jean-painlev,https://s3.amazonaws.com/criterion-production/films/59391d0914ee5e1f9ae246722f7b2d0e/84gqckqQjOBKLal72bAP241JlCOFPs_thumbnail.jpg,1966
Seconds,John Frankenheimer,United States,667,https://www.criterion.com/films/28428-seconds,https://s3.amazonaws.com/criterion-production/films/b0b75eb96049776b39304544010775af/oZ4lookwBFKgRugblnwxK08rKZZYz8_thumbnail.jpg,1984
Secret Honor,Robert Altman,United States,257,https://www.criterion.com/films/955-secret-honor,https://s3.amazonaws.com/criterion-production/films/e49f3f069fd56acb5c2ce80804641ed1/HzeVE10Q3Y5Hnletc5MxGWSbxJZ1z2_thumbnail.jpg,2007
The Secret of the Grain,Abdellatif Kechiche,France,527,https://www.criterion.com/films/1344-the-secret-of-the-grain,https://s3.amazonaws.com/criterion-production/films/b91e8046a3cdde8af573076ab6fbe47b/Q2WNbtvGEpVPvl5Dfgaoiz9pWS67Z5_thumbnail.jpg,2007
Secret Sunshine,Lee Chang-dong,South Korea,576,https://www.criterion.com/films/27750-secret-sunshine,https://s3.amazonaws.com/criterion-production/films/10c53181d56d265d297a7d6f28476eca/Pkd3UjO6PDGkR5W60DoGQwdlXTLdDr_thumbnail.jpg,1964
Seduced and Abandoned,Pietro Germi,Italy,350,https://www.criterion.com/films/796-seduced-and-abandoned,https://s3.amazonaws.com/criterion-production/films/bebbbc57e407b60cbd45771d6330d074/8x7CzXrR83PJkcyaUts2sJdqGPpjZ7_thumbnail.jpg,1954
Senso,Luchino Visconti,Italy,556,https://www.criterion.com/films/27543-senso,https://s3.amazonaws.com/criterion-production/films/74be83402097d3f4c5d9e7331de31471/43YJwgdfANxgafSJNaTDUwGxR8Gait_thumbnail.jpg,1977
The Serpent’s Egg,Ingmar Bergman,United States,,https://www.criterion.com/films/29445-the-serpent-s-egg,https://s3.amazonaws.com/criterion-production/films/b89f8cd93f0808be0e6a997482e0bbf9/BhkStqRu6xbfaK6qhNUyYFggow31Uu_thumbnail.jpg,1954
Seven Samurai,Akira Kurosawa,Japan,2,https://www.criterion.com/films/165-seven-samurai,https://s3.amazonaws.com/criterion-production/films/5af42201428bc14061890e527459f9b3/5p0q5rUeJNtfNhq2clz4MoYx7nkIO4_thumbnail.jpg,1957
The Seventh Seal,Ingmar Bergman,Sweden,11,https://www.criterion.com/films/173-the-seventh-seal,https://s3.amazonaws.com/criterion-production/films/6fede1f031c07b843ffa8965d47043f3/9QWkE37UXlpfhZrTIsaZHdWmooGJ1a_thumbnail.jpg,1989
"sex, lies, and videotape",Steven Soderbergh,United States,938,https://www.criterion.com/films/28832-sex-lies-and-videotape,https://s3.amazonaws.com/criterion-production/films/8d79633589b76828b8eadd187028cf64/yTno3yh9uP29CmG2cCQCo4nt4fDpWb_thumbnail.jpg,1959
Shadows,John Cassavetes,United States,251,https://www.criterion.com/films/500-shadows,https://s3.amazonaws.com/criterion-production/films/4609003afa2405294b3a648782889b49/NIhyi38Sf3TN6r7De8xBMw5Wk1zA7a_thumbnail.jpg,1986
Shadows in Paradise,Aki Kaurismäki,Finland,,https://www.criterion.com/films/960-shadows-in-paradise,https://s3.amazonaws.com/criterion-production/films/ecf3feaffeb272d4813d78b9a9df9b3c/x6inKLlvsx0ZpS2F8SDRT52VJjeqyK_thumbnail.jpg,1994
Shallow Grave,Danny Boyle,United Kingdom,616,https://www.criterion.com/films/27981-shallow-grave,https://s3.amazonaws.com/criterion-production/films/bedd445b42c05f40c012e6b2e3584480/R3aHnUDcITRd3bRJfmP4ceYTVVHRXU_thumbnail.jpg,1968
Shame,Ingmar Bergman,Sweden,961,https://www.criterion.com/films/28877-shame,https://s3.amazonaws.com/criterion-production/films/e137e4007f274da2f72f47d85d0a07ba/BaJBLLwAx0tvc2r5yx6b5fgUSWkGGe_thumbnail.jpg,1975
Shampoo,Hal Ashby,United States,947,https://www.criterion.com/films/28821-shampoo,https://s3.amazonaws.com/criterion-production/films/99cdeb4c29bb63ff66b86ace00aa6d89/1PLK62AeGm2pF75m2eTnvsLfQB6DAe_thumbnail.jpg,1932
Shanghai Express,Josef von Sternberg,United States,933,https://www.criterion.com/films/28166-shanghai-express,https://s3.amazonaws.com/criterion-production/films/19008d8792916fa5699a1cd997ffd452/fYsB3PXlq254rL0AXinwq4sOhIWMr3_thumbnail.jpg,1947
A Ship to India,Ingmar Bergman,Sweden,,https://www.criterion.com/films/29512-a-ship-to-india,https://s3.amazonaws.com/criterion-production/films/3dce7db1ec8339bc72cb2faf8e6761cf/F0pMocrrx0c3uEI4V1xA5FJGIsp0tX_thumbnail.jpg,1985
Shoah,Claude Lanzmann,France,663,https://www.criterion.com/films/27968-shoah,https://s3.amazonaws.com/criterion-production/films/f7403dbc3446dcc91efc1265b99a3ace/7D5cUVg7BDFSF9gONXPb6PxOwkBRcm_thumbnail.jpg,1963
Shock Corridor,Samuel Fuller,United States,19,https://www.criterion.com/films/534-shock-corridor,https://s3.amazonaws.com/criterion-production/films/655fa066ac6fb4c96d560667e9459fd0/8nYRqrpwiqf90Uwvh0SI7wzA0vnfcX_thumbnail.jpg,1966
The Shooting,Monte Hellman,United States,734,https://www.criterion.com/films/28580-the-shooting,https://s3.amazonaws.com/criterion-production/films/fe2052b1959df60ce169c72a245327b3/rvwJPYaMWfRmOoa6I96w8mQxY5MxQ2_thumbnail.jpg,
The Shooting/Ride in the Whirlwind,,,,https://www.criterion.com/boxsets/1073-the-shooting-ride-in-the-whirlwind,https://s3.amazonaws.com/criterion-production/product_images/1825-04e3d2d4acd7c045eac391acab04c475/B0mzfrIweiO9rb6yExev2yDv2VNgM8_small.jpg,1960
Shoot the Piano Player,François Truffaut,France,315,https://www.criterion.com/films/764-shoot-the-piano-player,https://s3.amazonaws.com/criterion-production/films/e2503ca1f726cccd07242a6f9b09d465/7FscZpQOPu1MA6NZgaw4USztuWuS2n_thumbnail.jpg,1965
The Shop on Main Street,Ján Kadár…,Czechoslovakia,130,https://www.criterion.com/films/669-the-shop-on-main-street,https://s3.amazonaws.com/criterion-production/films/17a09b267d7df228c099117fcc503b0b/HEN7Igx0rZ7xS24SClFcPTBRs9HxSL_thumbnail.jpg,1993
Short Cuts,Robert Altman,United States,265,https://www.criterion.com/films/376-short-cuts,https://s3.amazonaws.com/criterion-production/films/976b6cadec41c17951ec2458e764c8d9/cEac5pom1SJmO4sZhfHbov6yajejbK_thumbnail.jpg,1986
Sid & Nancy,Alex Cox,United Kingdom,20,https://www.criterion.com/films/535-sid-nancy,https://s3.amazonaws.com/criterion-production/films/babb50d85ab3a3e18db89be3c1616bbf/DgVqqcH1vcEDTIKRLNsjSobU72cHMp_thumbnail.jpg,1963
The Silence,Ingmar Bergman,Sweden,211,https://www.criterion.com/films/570-the-silence,https://s3.amazonaws.com/criterion-production/films/96e1add69295c206401f94f0ad905e63/3N8dRvaGxaUqSIYisqeX0KJpdn69Vw_thumbnail.jpg,1949
Le silence de la mer,Jean-Pierre Melville,France,755,https://www.criterion.com/films/27979-le-silence-de-la-mer,https://s3.amazonaws.com/criterion-production/films/c9235dbacc50bc3cf4c86d4f149de767/7rYBIqpqABaCIrwdwLXnNEBiq1O62e_thumbnail.jpg,1991
The Silence of the Lambs,Jonathan Demme,United States,13,https://www.criterion.com/films/528-the-silence-of-the-lambs,https://s3.amazonaws.com/criterion-production/films/46014912ca0c20592c472f5bbe33e4f8/L9AQ95Y7z2vOIUf1ntwvpZsZx3kp8B_thumbnail.jpg,1965
Simon of the Desert,Luis Buñuel,Mexico,460,https://www.criterion.com/films/1077-simon-of-the-desert,https://s3.amazonaws.com/criterion-production/films/2ed4f65e66e322706e1b235a1818f2d0/cb1WlTzQD4robgQNTgSggcLXmRPSdJ_thumbnail.jpg,1967
Sing a Song of Sex,Nagisa Oshima,Japan,,https://www.criterion.com/films/21949-sing-a-song-of-sex,https://s3.amazonaws.com/criterion-production/films/c09c5193591192451987381f0a7d4c72/UtEHfEnXdcgYwfdna7dUuWLQ7SqJQp_thumbnail.jpg,1973
Sisters,Brian De Palma,United States,89,https://www.criterion.com/films/377-sisters,https://s3.amazonaws.com/criterion-production/films/80964145bced0eb88194a8af01475350/mfE5h7pgzwr9SO0RFazOZnxXa0kGPB_thumbnail.jpg,1936
Sisters of the Gion,Kenji Mizoguchi,Japan,,https://www.criterion.com/films/967-sisters-of-the-gion,https://s3.amazonaws.com/criterion-production/films/96179c8f7b7a1d3ecade6d9ba6738999/THajndNSI7S09mOsQuAETSIKxp6W44_thumbnail.jpg,
Six Moral Tales,,,342,https://www.criterion.com/boxsets/417-six-moral-tales,https://s3.amazonaws.com/criterion-production/product_images/1875-4d5d5e2c0c2e29fa19513f6dc62869f6/uCMcMymA2Obfiryf0OHp2HPNItUlPx_small.jpg,1991
Slacker,Richard Linklater,United States,247,https://www.criterion.com/films/408-slacker,https://s3.amazonaws.com/criterion-production/films/952711c7e159f884b072e6afdbb4d9ae/aHl7gHVts3vg6wGhjYlyRYGlJCDWOn_thumbnail.jpg,1949
The Small Back Room,Michael Powell…,United Kingdom,441,https://www.criterion.com/films/747-the-small-back-room,https://s3.amazonaws.com/criterion-production/films/dd600b70bda49320768a1a2545eabd7b/vBOoLKmxLqMp4rZ1WeBfbdsteerlnC_thumbnail.jpg,1955
Smiles of a Summer Night,Ingmar Bergman,Sweden,237,https://www.criterion.com/films/849-smiles-of-a-summer-night,https://s3.amazonaws.com/criterion-production/films/7a35ef5160b07991df8bd58f6d54ca55/VbPsP6hDaUgUiNKuwEriLdkNSpnDc9_thumbnail.jpg,1931
The Smiling Lieutenant,Ernst Lubitsch,United States,,https://www.criterion.com/films/900-the-smiling-lieutenant,https://s3.amazonaws.com/criterion-production/films/31b4e13c312be67fa2c26a28beae480d/CyOFOhG3aW52TtBfRJN8iBICyV60Wu_thumbnail.jpg,1982
Smithereens,​Susan Seidelman,United States,941,https://www.criterion.com/films/29044-smithereens,https://s3.amazonaws.com/criterion-production/films/087c5e1e1acaf973c9ca5c5f306f0b1b/kcICmwHV4rQuKv6wFvElhNS6dlPr6e_thumbnail.jpg,1964
The Soft Skin,François Truffaut,France,749,https://www.criterion.com/films/27640-the-soft-skin,https://s3.amazonaws.com/criterion-production/films/533a7a11e79b504496c8d89ff63d0712/dFTLRh4U6evoXeAnqd56rWH3nCUx32_thumbnail.jpg,1972
Solaris,Andrei Tarkovsky,Soviet Union,164,https://www.criterion.com/films/553-solaris,https://s3.amazonaws.com/criterion-production/films/647527e5987ba1f01e714df49e95acdb/caQS8NJz8DXvLNcdgnxxZJn7pZtC6l_thumbnail.jpg,1991
Sólo con tu pareja,Alfonso Cuarón,Mexico,353,https://www.criterion.com/films/798-s-lo-con-tu-pareja,https://s3.amazonaws.com/criterion-production/films/5caddf0518bd053fc51e7160d3c1b98d/FavFi41cWhvnqrMDnCfEjD6pPntr2x_thumbnail.jpg,1959
Some Like It Hot,Billy Wilder,United States,950,https://www.criterion.com/films/29162-some-like-it-hot,https://s3.amazonaws.com/criterion-production/films/b935a8eaff6f0e92d17b18a1cd19fdf6/5ZrsCMJikkq6bPNmWjofhZswbi544L_thumbnail.jpg,1986
Something Wild,Jonathan Demme,United States,563,https://www.criterion.com/films/27603-something-wild,https://s3.amazonaws.com/criterion-production/films/551d38d5be19928f8d8a78cae9d7426e/1QV3ndVd3mzMfgpFWt5s0B8u5zN5U0_thumbnail.jpg,1961
Something Wild,Jack Garfein,United States,850,https://www.criterion.com/films/28777-something-wild,https://s3.amazonaws.com/criterion-production/films/0b770eba06f4657157937c7271edb112/DVPTu5alei5nnuu4alLaenGwUmHAOv_thumbnail.jpg,1962
Il sorpasso,Dino Risi,Italy,707,https://www.criterion.com/films/28429-il-sorpasso,https://s3.amazonaws.com/criterion-production/films/41d9df20fc245c4ecc12ef934533adc2/HrfTWPnllatTkm1Npqwr0o4Jslre1h_thumbnail.jpg,1960
Spartacus,Stanley Kubrick,United States,105,https://www.criterion.com/films/449-spartacus,https://s3.amazonaws.com/criterion-production/films/e1d28e10aec9e7e4e26e1f7eaaa39b68/oMuO4YgOTDxILEf87wCLwyLMPvoYPp_thumbnail.jpg,1977
